retiro_ID,fecha,year,mes,semestre,estudiante_nombres,estudiante_apellidos,carrera,estudiante_fecha_ingreso,genero,docente_nombres,docente_apellidos,departamento,materia_nombre,uvs,periodo,fecha_inicio,fecha_fin,tipo_retiro,razon_retiro
695,2023-01-26,2023,1,1,Fernando,Morales,Ciencias Sociales,2021-07-15,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
696,2023-01-27,2023,1,1,Gabriela,Ortiz,Química,2020-01-30,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
697,2023-01-28,2023,1,1,Roberto,Guzmán,Informática,2018-12-10,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
698,2023-01-29,2023,1,1,Claudia,Delgado,Matemática,2022-02-18,Femenino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
699,2023-01-30,2023,1,1,Eduardo,Rojas,Física,2019-06-25,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Temporal,Salud
700,2023-01-31,2023,1,1,Isabel,Flores,Biología,2021-09-14,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
701,2023-01-11,2023,1,1,Manuel,Cordero,Ciencias Sociales,2020-04-05,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
702,2023-01-12,2023,1,1,Adriana,Mejía,Química,2019-10-20,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
703,2023-01-13,2023,1,1,Francisco,Solís,Informática,2022-05-15,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2023-01-10,2023-06-03,Temporal,Salud
704,2023-01-14,2023,1,1,Verónica,Aguilar,Matemática,2018-08-30,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
705,2023-01-15,2023,1,1,Arturo,Vega,Física,2021-01-22,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
706,2023-01-16,2023,1,1,Lucía,Contreras,Biología,2020-07-11,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
707,2023-01-17,2023,1,1,Raúl,Miranda,Ciencias Sociales,2019-03-18,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
708,2023-01-18,2023,1,1,Silvia,Paredes,Química,2022-04-25,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
709,2023-01-19,2023,1,1,José,Jiménez,Informática,2018-10-15,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
710,2023-01-20,2023,1,1,Elena,Ruiz,Matemática,2021-05-30,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
711,2023-01-21,2023,1,1,Mario,Santos,Física,2020-02-14,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Temporal,Salud
712,2023-01-22,2023,1,1,Teresa,Moreno,Biología,2019-09-05,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
713,2023-01-23,2023,1,1,Alberto,Campos,Ciencias Sociales,2022-01-20,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
714,2023-01-24,2023,1,1,Marina,Ortega,Química,2018-07-12,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
715,2023-01-25,2023,1,1,Sergio,Méndez,Informática,2021-04-18,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2023-01-10,2023-06-03,Temporal,Salud
716,2023-01-26,2023,1,1,Olga,Cervantes,Matemática,2020-11-25,Femenino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
717,2023-01-27,2023,1,1,Felipe,Navarro,Física,2019-02-28,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
718,2023-01-28,2023,1,1,Alicia,Guerrero,Biología,2022-03-15,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
719,2023-01-29,2023,1,1,Héctor,Reyes,Ciencias Sociales,2018-12-05,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
720,2023-01-30,2023,1,1,Luisa,Espinoza,Química,2021-07-22,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
721,2023-01-31,2023,1,1,Javier,Lara,Informática,2020-04-30,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
722,2023-01-10,2023,1,1,Rosa,Medina,Matemática,2019-01-15,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
723,2023-01-11,2023,1,1,Ernesto,Cisneros,Física,2022-06-10,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Temporal,Salud
724,2023-01-12,2023,1,1,Yolanda,Rosas,Biología,2018-09-18,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
725,2023-01-13,2023,1,1,Marcos,Vázquez,Ciencias Sociales,2021-02-25,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
726,2023-01-14,2023,1,1,Gladys,Fuentes,Química,2020-05-12,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
727,2023-01-15,2023,1,1,Rodrigo,Acosta,Informática,2019-12-05,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2023-01-10,2023-06-03,Temporal,Salud
728,2023-01-16,2023,1,1,Norma,Herrera,Matemática,2022-07-20,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
729,2023-01-17,2023,1,1,Guillermo,Ponce,Física,2018-04-15,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
730,2023-01-18,2023,1,1,Cecilia,Rangel,Biología,2021-11-30,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
731,2023-01-19,2023,1,1,Óscar,Valdez,Ciencias Sociales,2020-08-22,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
732,2023-01-20,2023,1,1,Irma,Sosa,Química,2019-05-10,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
733,2023-01-21,2023,1,1,Rubén,Ibarra,Informática,2022-02-28,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
734,2023-02-01,2023,2,1,Juan Carlos,Mendoza,Informática,2020-03-15,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2023-01-10,2023-06-03,Temporal,Salud
735,2023-02-02,2023,2,1,Ana María,Rodríguez,Matemática,2019-08-20,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
736,2023-02-03,2023,2,1,Carlos Andrés,Silva,Física,2021-01-10,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
737,2023-02-04,2023,2,1,Laura Patricia,Gómez,Biología,2022-02-28,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
738,2023-02-05,2023,2,1,Pedro Antonio,Vargas,Ciencias Sociales,2018-11-05,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
739,2023-02-06,2023,2,1,María Fernanda,Hernández,Química,2020-09-15,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
740,2023-02-07,2023,2,1,Jorge Luis,Díaz,Informática,2021-03-22,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
741,2023-02-08,2023,2,1,Sofía Alejandra,Martínez,Matemática,2019-07-18,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
742,2023-02-09,2023,2,1,Diego Armando,López,Física,2022-01-12,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Temporal,Salud
743,2023-02-10,2023,2,1,Valeria Michelle,Torres,Biología,2020-05-30,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
744,2023-02-11,2023,2,1,Andrés Felipe,Mendoza,Ciencias Sociales,2018-09-10,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
745,2023-02-12,2023,2,1,Daniela Alejandra,Castro,Química,2021-02-14,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
746,2023-02-13,2023,2,1,Ricardo José,Vargas,Informática,2019-11-25,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2023-01-10,2023-06-03,Temporal,Salud
747,2023-02-14,2023,2,1,Patricia Elizabeth,Núñez,Matemática,2020-08-17,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
748,2023-02-15,2023,2,1,Oscar David,Silva,Física,2022-03-05,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
749,2023-02-16,2023,2,1,Beatriz Adriana,Ríos,Biología,2019-04-22,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
750,2023-02-17,2023,2,1,Fernando José,Morales,Ciencias Sociales,2021-07-15,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
751,2023-02-18,2023,2,1,Gabriela Alejandra,Ortiz,Química,2020-01-30,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
752,2023-02-19,2023,2,1,Roberto Carlos,Guzmán,Informática,2018-12-10,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
753,2023-02-20,2023,2,1,Claudia Marcela,Delgado,Matemática,2022-02-18,Femenino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
754,2023-02-21,2023,2,1,Eduardo Antonio,Rojas,Física,2019-06-25,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Temporal,Salud
755,2023-02-22,2023,2,1,Isabel Cristina,Flores,Biología,2021-09-14,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
756,2023-02-23,2023,2,1,Manuel Alejandro,Cordero,Ciencias Sociales,2020-04-05,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
757,2023-02-24,2023,2,1,Adriana Carolina,Mejía,Química,2019-10-20,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
758,2023-02-25,2023,2,1,Francisco Javier,Solís,Informática,2022-05-15,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2023-01-10,2023-06-03,Temporal,Salud
759,2023-02-26,2023,2,1,Verónica Patricia,Aguilar,Matemática,2018-08-30,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
760,2023-02-27,2023,2,1,Arturo José,Vega,Física,2021-01-22,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
761,2023-02-28,2023,2,1,Lucía Gabriela,Contreras,Biología,2020-07-11,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
762,2023-02-01,2023,2,1,Raúl Antonio,Miranda,Ciencias Sociales,2019-03-18,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
763,2023-02-02,2023,2,1,Silvia Marcela,Paredes,Química,2022-04-25,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
764,2023-02-03,2023,2,1,José Luis,Jiménez,Informática,2018-10-15,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
765,2023-02-04,2023,2,1,Elena María,Ruiz,Matemática,2021-05-30,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
766,2023-02-05,2023,2,1,Mario Alberto,Santos,Física,2020-02-14,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Temporal,Salud
767,2023-02-06,2023,2,1,Teresa de Jesús,Moreno,Biología,2019-09-05,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
768,2023-02-07,2023,2,1,Alberto José,Campos,Ciencias Sociales,2022-01-20,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
769,2023-02-08,2023,2,1,Marina Elizabeth,Ortega,Química,2018-07-12,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
770,2023-02-09,2023,2,1,Sergio Antonio,Méndez,Informática,2021-04-18,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2023-01-10,2023-06-03,Temporal,Salud
771,2023-02-10,2023,2,1,Olga Lucía,Cervantes,Matemática,2020-11-25,Femenino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
772,2023-02-11,2023,2,1,Felipe Andrés,Navarro,Física,2019-02-28,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
773,2023-02-12,2023,2,1,Alicia María,Guerrero,Biología,2022-03-15,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
774,2023-02-13,2023,2,1,Héctor Manuel,Reyes,Ciencias Sociales,2018-12-05,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
775,2023-02-14,2023,2,1,Luisa Fernanda,Espinoza,Química,2021-07-22,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
776,2023-02-15,2023,2,1,Javier Antonio,Lara,Informática,2020-04-30,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2023-01-10,2022-06-03,Temporal,Problemas económicos
777,2023-02-16,2023,2,1,Rosa Isela,Medina,Matemática,2019-01-15,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
778,2023-02-17,2023,2,1,Ernesto José,Cisneros,Física,2022-06-10,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Temporal,Salud
779,2023-02-18,2023,2,1,Yolanda Patricia,Rosas,Biología,2018-09-18,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
780,2023-02-19,2023,2,1,Marcos Vinicio,Vázquez,Ciencias Sociales,2021-02-25,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
781,2023-02-20,2023,2,1,Gladys Beatriz,Fuentes,Química,2020-05-12,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
782,2023-02-21,2023,2,1,Rodrigo José,Acosta,Informática,2019-12-05,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2023-01-10,2023-06-03,Temporal,Salud
783,2023-02-22,2023,2,1,Norma Angélica,Herrera,Matemática,2022-07-20,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
784,2023-02-23,2023,2,1,Guillermo Antonio,Ponce,Física,2018-04-15,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
785,2023-03-01,2023,3,1,Juan Pablo,López,Informática,2020-03-15,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2023-01-10,2023-06-03,Temporal,Salud
786,2023-03-02,2023,3,1,María José,García,Matemática,2019-08-20,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
787,2023-03-03,2023,3,1,Carlos Eduardo,Martínez,Física,2021-01-10,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
788,2023-03-04,2023,3,1,Laura Isabel,Rodríguez,Biología,2022-02-28,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
789,2023-03-05,2023,3,1,Pedro Alejandro,Hernández,Ciencias Sociales,2018-11-05,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
790,2023-03-06,2023,3,1,Ana Sofía,Díaz,Química,2020-09-15,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
791,2023-03-07,2023,3,1,Jorge Alberto,Sánchez,Informática,2021-03-22,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
792,2023-03-08,2023,3,1,Sofía Camila,Gómez,Matemática,2019-07-18,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
793,2023-03-09,2023,3,1,Diego Armando,Vargas,Física,2022-01-12,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Temporal,Salud
794,2023-03-10,2023,3,1,Valentina Michelle,Torres,Biología,2020-05-30,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
795,2023-03-11,2023,3,1,Andrés Felipe,Mendoza,Ciencias Sociales,2018-09-10,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
796,2023-03-12,2023,3,1,Daniela Alejandra,Castro,Química,2021-02-14,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
797,2023-03-13,2023,3,1,Ricardo José,Pérez,Informática,2019-11-25,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2023-01-10,2023-06-03,Temporal,Salud
798,2023-03-14,2023,3,1,Patricia Elizabeth,Núñez,Matemática,2020-08-17,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
799,2023-03-15,2023,3,1,Oscar David,Silva,Física,2022-03-05,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
800,2023-03-16,2023,3,1,Beatriz Adriana,Ríos,Biología,2019-04-22,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
801,2023-03-17,2023,3,1,Fernando José,Morales,Ciencias Sociales,2021-07-15,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
802,2023-03-18,2023,3,1,Gabriela Alejandra,Ortiz,Química,2020-01-30,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
803,2023-03-19,2023,3,1,Roberto Carlos,Guzmán,Informática,2018-12-10,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
804,2023-03-20,2023,3,1,Claudia Marcela,Delgado,Matemática,2022-02-18,Femenino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
805,2023-03-21,2023,3,1,Eduardo Antonio,Rojas,Física,2019-06-25,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Temporal,Salud
806,2023-03-22,2023,3,1,Isabel Cristina,Flores,Biología,2021-09-14,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
807,2023-03-23,2023,3,1,Manuel Alejandro,Cordero,Ciencias Sociales,2020-04-05,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
808,2023-03-24,2023,3,1,Adriana Carolina,Mejía,Química,2019-10-20,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
809,2023-03-25,2023,3,1,Francisco Javier,Solís,Informática,2022-05-15,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2023-01-10,2023-06-03,Temporal,Salud
810,2023-03-26,2023,3,1,Verónica Patricia,Aguilar,Matemática,2018-08-30,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
811,2023-03-27,2023,3,1,Arturo José,Vega,Física,2021-01-22,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
812,2023-03-28,2023,3,1,Lucía Gabriela,Contreras,Biología,2020-07-11,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
813,2023-03-29,2023,3,1,Raúl Antonio,Miranda,Ciencias Sociales,2019-03-18,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
814,2023-03-30,2023,3,1,Silvia Marcela,Paredes,Química,2022-04-25,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
815,2023-03-31,2023,3,1,José Luis,Jiménez,Informática,2018-10-15,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
816,2023-03-01,2023,3,1,Elena María,Ruiz,Matemática,2021-05-30,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
817,2023-03-02,2023,3,1,Mario Alberto,Santos,Física,2020-02-14,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Temporal,Salud
818,2023-03-03,2023,3,1,Teresa de Jesús,Moreno,Biología,2019-09-05,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
819,2023-03-04,2023,3,1,Alberto José,Campos,Ciencias Sociales,2022-01-20,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
820,2023-03-05,2023,3,1,Marina Elizabeth,Ortega,Química,2018-07-12,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
821,2023-03-06,2023,3,1,Sergio Antonio,Méndez,Informática,2021-04-18,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2023-01-10,2023-06-03,Temporal,Salud
822,2023-03-07,2023,3,1,Olga Lucía,Cervantes,Matemática,2020-11-25,Femenino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
823,2023-03-08,2023,3,1,Felipe Andrés,Navarro,Física,2019-02-28,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
824,2023-03-09,2023,3,1,Alicia María,Guerrero,Biología,2022-03-15,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
825,2023-03-10,2023,3,1,Héctor Manuel,Reyes,Ciencias Sociales,2018-12-05,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2023-01-10,2023-06-03,Temporal,Salud
826,2023-03-11,2023,3,1,Luisa Fernanda,Espinoza,Química,2021-07-22,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
827,2023-03-12,2023,3,1,Javier Antonio,Lara,Informática,2020-04-30,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2023-01-10,2023-06-03,Temporal,Problemas económicos
828,2023-03-13,2023,3,1,Rosa Isela,Medina,Matemática,2019-01-15,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2023-01-10,2023-06-03,Definitivo,Problemas personales
829,2023-03-14,2023,3,1,Ernesto José,Cisneros,Física,2022-06-10,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2023-01-10,2023-06-03,Temporal,Salud
830,2023-03-15,2023,3,1,Yolanda Patricia,Rosas,Biología,2018-09-18,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,1,2023-01-10,2023-06-03,Definitivo,Cambio de carrera
